,yelp_id,user_name,user_location,review_count,rating,date_written
86,amberwood-gardens-san-jose,W H.,"Saratoga, CA",3,5,8/7/17
87,amberwood-gardens-san-jose,Sue S.,"Gilroy, CA",3,1,9/8/16
88,amberwood-gardens-san-jose,Daisy D.,"San Jose, CA",25,1,7/15/16
89,amberwood-gardens-san-jose,Mag K.,"San Francisco Bay Area, CA",17,2,7/12/15
90,amberwood-gardens-san-jose,Charlene C.,"San Jose, CA",4,5,10/19/16
91,amberwood-gardens-san-jose,Kath M.,"San Jose, CA",36,5,4/20/15
92,amberwood-gardens-san-jose,Rose Marie C.,"San Pedro, CA",16,1,5/18/15
93,amberwood-gardens-san-jose,Simone M.,"San Jose, CA",3,1,4/16/15
94,amberwood-gardens-san-jose,Judith K.,"San Jose, CA",3,5,4/26/14
95,amberwood-gardens-san-jose,J.Michelle P.,"Oakland, CA",58,4,12/11/11
96,amberwood-gardens-san-jose,Not Impressed A.,"San Jose, CA",8,1,1/31/13
97,amberwood-gardens-san-jose,Don E.,"Morgan Hill, CA",4,4,8/3/15
98,amberwood-gardens-san-jose,Loreen H.,"Los Gatos, CA",13,1,3/20/13
99,amberwood-gardens-san-jose,Leslie C.,"San Jose, CA",4,5,12/29/13
100,amberwood-gardens-san-jose,Valerie W.,"San Jose, CA",35,1,9/17/09
101,the-rio-at-cabezon-rio-rancho,Rosemary G.,"Albuquerque, NM",1,1,8/8/17
102,the-rio-at-cabezon-rio-rancho,Mark G.,"Rio Rancho, NM",1,1,2/10/16
103,juniper-village-the-spearly-center-denver,Ev R.,"San Jose, CA",15,5,3/26/16
104,juniper-village-the-spearly-center-denver,Renee T.,"Denver, CO",8,2,5/25/17
105,juniper-village-the-spearly-center-denver,Chery Lou H.,"Englewood, CO",2,1,9/10/16
106,garden-crest-rehabilitation-center-los-angeles,Mark E.,"Los Angeles, CA",2,5,4/16/17
107,garden-crest-rehabilitation-center-los-angeles,Glenn A.,"Winchester, CA",155,5,3/28/17
108,garden-crest-rehabilitation-center-los-angeles,GREG S.,"Glendale, CA",119,5,6/15/16
109,garden-crest-rehabilitation-center-los-angeles,Ron C.,"Los Angeles, CA",1,4,5/9/16
110,garden-crest-rehabilitation-center-los-angeles,Alamain S.,"Los Angeles, CA",12,4,3/30/16
111,garden-crest-rehabilitation-center-los-angeles,Al W.,"Glendale, CA",49,4,6/28/15
112,garden-crest-rehabilitation-center-los-angeles,Tali F.,"PACIFIC PLSDS, CA",11,5,6/29/16
113,garden-crest-rehabilitation-center-los-angeles,Gabi r.,"Whittier, CA",42,1,12/22/15
114,garden-crest-rehabilitation-center-los-angeles,Paul R.,"Glendale, CA",16,5,10/8/15
115,garden-crest-rehabilitation-center-los-angeles,Paul K.,"Glendale, CA",47,5,8/1/14
116,garden-crest-rehabilitation-center-los-angeles,Lori L.,"Los Angeles, CA",11,4,10/8/14
117,advanced-subacute-rehabilitation-center-at-sewell-sewell,Pamela F.,"San Francisco, CA",1,5,5/4/17
118,advanced-subacute-rehabilitation-center-at-sewell-sewell,Corby D.,"Swedesboro, NJ",1,1,2/4/17
119,brookmont-healthcare-center-effort,Joyce W.,"Stroudsburg, PA",5,1,11/24/16
120,juliette-fowler-communities-dallas,Jane S.,"Dallas, TX",3,4,11/22/16
121,mission-skilled-nursing-and-subacute-center-santa-clara,Mabelene P.,"Grover Beach, CA",4,4,3/4/17
122,mission-skilled-nursing-and-subacute-center-santa-clara,Tony F.,"San Jose, CA",1,1,10/12/17
123,mission-skilled-nursing-and-subacute-center-santa-clara,Patricia S.,"San Jose, CA",58,2,8/10/17
124,mission-skilled-nursing-and-subacute-center-santa-clara,Clay H.,"Brentwood, CA",14,1,7/25/17
125,mission-skilled-nursing-and-subacute-center-santa-clara,Domina V.,"Burlingame, CA",54,1,8/14/16
126,mission-skilled-nursing-and-subacute-center-santa-clara,Kiersten L.,"Manhattan, NY",6,5,3/31/17
127,mission-skilled-nursing-and-subacute-center-santa-clara,Missy M.,"San Jose, CA",41,3,1/31/16
128,mission-skilled-nursing-and-subacute-center-santa-clara,Patti S.,"San Jose, CA",4,5,3/30/17
129,mission-skilled-nursing-and-subacute-center-santa-clara,Claire S.,"San Jose, CA",10,1,5/28/16
130,mission-skilled-nursing-and-subacute-center-santa-clara,Bonnie C.,"Morgan Hill, CA",1,1,11/28/16
131,mission-skilled-nursing-and-subacute-center-santa-clara,Toye A.,"Mid-City West, Los Angeles, CA",6,1,5/28/14
132,mission-skilled-nursing-and-subacute-center-santa-clara,Robin C.,"San Jose, CA",30,4,4/25/16
133,mission-skilled-nursing-and-subacute-center-santa-clara,Susie S.,"Los Gatos, CA",31,5,6/22/15
134,mission-skilled-nursing-and-subacute-center-santa-clara,Rickyroket ..,"Santa Cruz, CA",2,1,10/5/15
135,mission-skilled-nursing-and-subacute-center-santa-clara,Justine E.,"San Jose, CA",10,1,6/6/14
136,mission-skilled-nursing-and-subacute-center-santa-clara,Karen B.,"San Jose, CA",6,5,12/5/15
137,mission-skilled-nursing-and-subacute-center-santa-clara,Tony d.,"Hollister, CA",5,1,10/26/12
138,mission-skilled-nursing-and-subacute-center-santa-clara,Richard N.,"Campbell, CA",4,4,9/9/14
139,mission-skilled-nursing-and-subacute-center-santa-clara,Karen S.,"Los Gatos, CA",40,1,7/15/12
140,mission-skilled-nursing-and-subacute-center-santa-clara,Autumn F.,"San Pedro, CA",141,2,9/14/12
141,mission-skilled-nursing-and-subacute-center-santa-clara,G. R.,"Las Vegas, NV",117,1,6/10/13
142,mission-skilled-nursing-and-subacute-center-santa-clara,Elizabeth A.,"San Jose, CA",3,5,2/20/14
143,mission-skilled-nursing-and-subacute-center-santa-clara,Dave M.,"San Jose, CA",101,2,5/29/11
144,mission-skilled-nursing-and-subacute-center-santa-clara,Kim B.,"Campo, CA",35,5,9/3/13
145,mission-skilled-nursing-and-subacute-center-santa-clara,D G.,"Santa Clara, CA",6,1,8/19/13
146,mission-skilled-nursing-and-subacute-center-santa-clara,Staci E.,"San Jose, CA",1,4,6/6/14
147,mission-skilled-nursing-and-subacute-center-santa-clara,Martha T.,"Milpitas, CA",121,5,6/16/10
148,mission-skilled-nursing-and-subacute-center-santa-clara,Steve H.,"Fremont, CA",19,1,1/19/10
149,mission-skilled-nursing-and-subacute-center-santa-clara,Mary K.,"San Francisco, CA",1,4,8/21/12
150,mission-skilled-nursing-and-subacute-center-santa-clara,Debbie B.,"San Jose, CA",2,1,4/12/13
151,mission-skilled-nursing-and-subacute-center-santa-clara,Romona W.,"Sacramento, CA",8,3,3/25/11
152,mission-skilled-nursing-and-subacute-center-santa-clara,Marc M.,"Livermore, CA",120,3,10/13/07
153,casa-maria-healthcare-center-and-pecos-valley-rehab-roswell,Andrea B.,"Des Moines, IA",161,1,8/25/16
154,friends-village-at-woodstown-woodstown,Hollei J.,"Pennsauken Township, NJ",318,5,7/3/15
155,friends-village-at-woodstown-woodstown,Patti Ann J.,"Glassboro, NJ",1,1,12/6/15
156,consulate-health-care-of-woodstock-woodstock,Michelle S.,"Gaithersburg, MD",7,1,6/4/16
157,st-mark-village-palm-harbor-2,B B.,"Palm Harbor, FL",4,5,8/12/14
158,st-mark-village-palm-harbor-2,Dave B.,"Lexington, VA",2,4,3/2/13
159,presence-resurrection-life-center-chicago,Tom H.,"Evanston, IL",157,5,3/1/16
160,presence-resurrection-life-center-chicago,K C.,"Chicago, IL",1,1,8/16/15
161,liliha-healthcare-center-honolulu,Paul C.,"Honolulu, HI",174,4,2/24/17
162,liliha-healthcare-center-honolulu,Chrystyn-Leigh M.,"Honolulu, HI",85,1,8/28/17
163,liliha-healthcare-center-honolulu,Ann S.,"Honolulu, HI",13,1,4/13/17
164,parkshore-seattle,Bill W.,"Friday Harbor, WA",5,5,6/18/15
165,national-church-residences-bath-road-cuyahoga-falls,Lisa D.,"Beverly Hills, CA",38,5,4/29/17
166,avalon-villa-care-center-los-angeles,A S.,"South Los Angeles, Los Angeles, CA",4,5,9/12/17
167,avalon-villa-care-center-los-angeles,Love W.,"Culver City, CA",7,2,6/3/17
168,avalon-villa-care-center-los-angeles,Chasity N.,"Bellflower, CA",1,5,7/6/17
169,avalon-villa-care-center-los-angeles,Jaime S.,"Long Beach, CA",1,5,5/12/17
170,avalon-villa-care-center-los-angeles,Twyla S.,"Torrance, CA",4,1,9/5/16
171,vi-at-lakeside-village-lantana,Ann H.,"Creedmoor, NC",3,5,8/21/17
172,vi-at-lakeside-village-lantana,Lisa P.,"Olney, MD",15,1,1/17/17
173,vi-at-lakeside-village-lantana,A S.,"Lake Worth, FL",13,5,1/2/17
174,vi-at-palo-alto-palo-alto,Grey R.,"Los Altos, CA",590,3,5/1/16
175,vi-at-palo-alto-palo-alto,BARBARA B.,"Menlo Park, CA",7,1,11/15/16
176,vi-at-palo-alto-palo-alto,Colleen B.,"Fremont, CA",31,4,8/15/11
177,vi-at-palo-alto-palo-alto,Jeani S.,"Half Moon Bay, CA",24,1,12/25/11
178,vi-at-palo-alto-palo-alto,Valeria S.,"Cupertino, CA",85,5,4/1/11
179,vi-at-palo-alto-palo-alto,Henry T.,"Los Altos, CA",14,1,2/11/10
180,heartland-west-bloomfield-west-bloomfield-2,Jeremy M.,"Madison Heights, MI",85,3,5/28/16
181,heartland-west-bloomfield-west-bloomfield-2,Ruth J.,"Reading, MI",5,4,4/24/17
182,heartland-west-bloomfield-west-bloomfield-2,George F.,"Bloomfield Hills, MI",1,1,1/9/17
183,villa-siena-mountain-view-2,Kathleen W.,"San Jose, CA",1,5,5/6/15
184,villa-siena-mountain-view-2,Mr Kitty K.,"Mountain View, CA",742,5,8/18/13
185,heartland-health-care-center-grosse-pointe-woods-grosse-pointe,Nancy J.,"Macomb, MI",5,2,4/4/17
186,heartland-health-care-center-grosse-pointe-woods-grosse-pointe,ROSA Y.,"St Clair Shores, MI",15,1,7/21/15
187,heartland-health-care-center-grosse-pointe-woods-grosse-pointe,ANDREA F.,"Detroit, MI",19,1,4/22/15
188,brookdale-san-juan-capistrano-san-juan-capistrano,Jim A.,"San Juan Capistrano, CA",48,5,5/16/17
189,brookdale-san-juan-capistrano-san-juan-capistrano,Shelly R.,"San Juan Capistrano, CA",16,1,3/13/17
190,brookdale-san-juan-capistrano-san-juan-capistrano,Stuart F.,"Thousand Oaks, CA",106,5,3/16/17
191,brookdale-san-juan-capistrano-san-juan-capistrano,Kathy L.,"Mission Viejo, CA",1,2,7/30/16
192,palomar-heights-post-acute-rehab-escondido,Lisa S.,"Deerfield Beach, FL",45,4,5/17/17
193,palomar-heights-post-acute-rehab-escondido,Jim C.,"San Diego, CA",77,1,1/9/16
194,palomar-heights-post-acute-rehab-escondido,Dwight A.,"Escondido, CA",135,1,1/16/16
195,palomar-heights-post-acute-rehab-escondido,Joseph F.,"San Diego, CA",24,5,12/28/15
196,wingate-at-worcester-worcester,Jocelyn E.,"La Palma, CA",3,1,9/18/16
197,norwalk-meadows-nursing-center-norwalk,E C.,"Norwalk, CA",3,4,6/8/16
198,norwalk-meadows-nursing-center-norwalk,Supajok C.,"San Pedro, CA",20,1,9/30/16
199,norwalk-meadows-nursing-center-norwalk,Scott B.,"Monrovia, CA",32,4,8/24/16
200,norwalk-meadows-nursing-center-norwalk,Barbara K.,"Gardena, CA",3,4,5/20/16
201,norwalk-meadows-nursing-center-norwalk,Lyle B.,"San Francisco, CA",4,4,8/8/15
202,norwalk-meadows-nursing-center-norwalk,Gra S.,"Hawaiian Gardens, CA",16,5,7/30/16
203,norwalk-meadows-nursing-center-norwalk,Liz H.,"San Diego, CA",25,1,8/3/15
204,norwalk-meadows-nursing-center-norwalk,Steve Y.,"Midtown West, Manhattan, NY",5,5,7/13/15
205,norwalk-meadows-nursing-center-norwalk,Patrick P.,"Monrovia, CA",460,3,3/20/13
206,norwalk-meadows-nursing-center-norwalk,Elena P.,"Bell, CA",21,1,5/11/14
207,norwalk-meadows-nursing-center-norwalk,Maria W.,"Bellflower, CA",17,5,12/12/13
208,norwalk-meadows-nursing-center-norwalk,Ron S.,"Hollywood, FL",5,5,6/25/13
209,norwalk-meadows-nursing-center-norwalk,Zachary C.,"Los Angeles, CA",23,5,9/3/13
210,norwalk-meadows-nursing-center-norwalk,Hippies Girl S.,"Santa Fe Springs, CA",24,5,5/28/13
211,norwalk-meadows-nursing-center-norwalk,Susan H.,"Garden Grove, CA",4,5,12/3/13
212,norwalk-meadows-nursing-center-norwalk,Linda H.,"Long Beach, CA",1,5,2/10/14
213,norwalk-meadows-nursing-center-norwalk,Kelly S.,"Oceanside, CA",1,1,10/16/13
214,norwalk-meadows-nursing-center-norwalk,Saundra E.,"Manhattan Beach, CA",3,5,4/18/13
215,consulate-health-care-at-west-altamonte-altamonte-springs,Digital B.,"Longwood, FL",348,1,9/1/16
216,windsor-care-center-of-sacramento-sacramento,Cecil D.,"Yuba City, CA",12,4,7/14/16
217,windsor-care-center-of-sacramento-sacramento,Rick G.,"San Carlos, CA",1,2,10/6/17
218,windsor-care-center-of-sacramento-sacramento,Julie K.,"Sacramento, CA",120,1,5/3/17
219,hayward-healthcare-and-wellness-center-hayward-2,Jay G.,"East Bay, CA",534,4,7/16/12
220,hayward-healthcare-and-wellness-center-hayward-2,Vivian H.,"Hayward, CA",55,5,3/16/16
221,hayward-healthcare-and-wellness-center-hayward-2,John L.,"Hayward, CA",6,5,12/19/15
222,hayward-healthcare-and-wellness-center-hayward-2,Tracy D.,"Castro Valley, CA",3,4,7/15/13
223,hayward-healthcare-and-wellness-center-hayward-2,Puchi H.,"Union City, CA",4,1,3/26/13
224,our-lady-of-wisdom-healthcare-center-new-orleans-2,Jay R.,"New Orleans, LA",16,3,8/17/16
225,virtua-health-and-rehab-mt-holly-lumberton,Noni B.,"Vincentown, NJ",2,1,1/30/16
226,colonial-lakes-health-care-winter-garden,Aaron P.,"Midway Park, NC",54,2,10/6/15
227,ashford-hall-irving,Linda P.,"Irving, TX",1,5,4/12/17
228,moravian-village-of-bethlehem-bethlehem-2,Cynthia E.,"Quakertown, PA",2,5,9/21/12
229,moravian-village-of-bethlehem-bethlehem-2,Eliza C.,"Los Angeles, CA",4,2,6/10/17
230,moravian-village-of-bethlehem-bethlehem-2,Catherine C.,"Bethlehem, PA",5,2,3/21/16
231,crescent-cities-center-riverdale,Carol V.,"Oxon Hill, MD",1,3,11/9/16
232,crescent-cities-center-riverdale,Tina T.,"Cleveland, OH",9,1,8/18/17
233,crescent-cities-center-riverdale,Nnk M.,"Silver Spring, MD",6,1,3/8/16
234,monte-vista-grove-homes-pasadena,Alan M.,"Pasadena, CA",183,5,7/21/17
235,monte-vista-grove-homes-pasadena,Peter H.,"Pasadena, CA",3,5,12/1/16
236,monte-vista-grove-homes-pasadena,Ben A.,"Arcadia, CA",710,5,11/2/14
237,monte-vista-grove-homes-pasadena,Laura M.,"Portland, OR",10,5,6/1/16
238,monte-vista-grove-homes-pasadena,Ethelaine T.,"Irwindale, CA",5,5,6/25/14
239,monte-vista-grove-homes-pasadena,Stacia D.,"Pasadena, CA",55,1,7/11/13
240,monte-vista-grove-homes-pasadena,Sandra M.,"Pasadena, CA",1,5,3/12/10
241,monte-vista-grove-homes-pasadena,Nancy M.,"Arcadia, CA",23,5,8/22/11
242,laporte-healthcare-center-la-porte,David M.,"Pasadena, TX",3,1,12/29/14
243,windsor-el-camino-care-center-carmichael,Paul C.,"Sacramento, CA",529,4,8/30/16
244,windsor-el-camino-care-center-carmichael,Tam S.,"Sacramento, CA",17,1,8/28/17
245,windsor-el-camino-care-center-carmichael,Stephanie W.,"Oakland, CA",9,1,12/29/16
246,windsor-el-camino-care-center-carmichael,Matthew S.,"Carmichael, CA",4,1,3/31/16
247,windsor-el-camino-care-center-carmichael,Trang N.,"Sacramento, CA",16,1,10/6/16
248,windsor-el-camino-care-center-carmichael,Renee K.,"Rancho Cordova, CA",25,1,7/19/16
249,windsor-el-camino-care-center-carmichael,Debi N.,"Aptos, CA",9,1,1/22/17
250,windsor-el-camino-care-center-carmichael,Candice A.,"Alameda, CA",2,1,7/25/15
251,windsor-el-camino-care-center-carmichael,H C.,"Madera, CA",16,1,5/13/15
252,windsor-el-camino-care-center-carmichael,Anna Marie C.,"Citrus Heights, CA",7,1,3/1/14
253,windsor-el-camino-care-center-carmichael,Denise S.,"Rancho Cordova, CA",5,1,3/31/15
254,windsor-el-camino-care-center-carmichael,Robin M G.,"Hammond, IN",5,1,1/17/14
255,windsor-el-camino-care-center-carmichael,Barbara Z.,"Sacramento, CA",8,1,3/19/12
256,windsor-el-camino-care-center-carmichael,Teri D.,"Herald, CA",16,1,7/31/12
257,grant-cuesta-sub-acute-and-rehabilitation-center-mountain-view,steve r.,"Mountain View, CA",38,4,3/27/15
258,grant-cuesta-sub-acute-and-rehabilitation-center-mountain-view,M W.,"Chula Vista, CA",6,1,5/14/17
259,grant-cuesta-sub-acute-and-rehabilitation-center-mountain-view,Ann S.,"Coronado, CA",10,4,5/3/16
260,grant-cuesta-sub-acute-and-rehabilitation-center-mountain-view,Pam R.,"Los Altos, CA",4,5,3/23/14
261,grant-cuesta-sub-acute-and-rehabilitation-center-mountain-view,Kimmie D.,"Dublin, CA",39,5,3/15/15
262,grant-cuesta-sub-acute-and-rehabilitation-center-mountain-view,Tom K.,"Los Angeles, CA",9,1,6/20/15
263,grant-cuesta-sub-acute-and-rehabilitation-center-mountain-view,B K.,"Los Gatos, CA",22,4,12/2/12
264,grant-cuesta-sub-acute-and-rehabilitation-center-mountain-view,Mitch S.,"Santa Clara, CA",48,5,12/8/12
265,grant-cuesta-sub-acute-and-rehabilitation-center-mountain-view,Bev V.,"San Jose, CA",17,1,1/24/10
266,grant-cuesta-sub-acute-and-rehabilitation-center-mountain-view,Terri F.,"Sunnyvale, CA",44,1,1/26/12
267,the-villa-at-the-park-highland-park,Frank C.,"Detroit, MI",19,4,8/25/17
268,maples-rehabilitation-and-nursing-center-wrentham,Nellie G.,"Plainville, MA",3,4,9/14/12
269,edgewood-manor-of-westerville-westerville,Chris P.,"San Diego, CA",492,1,2/6/11
270,edgewood-manor-of-westerville-westerville,Patty D.,"Buckeye Lake, OH",14,1,11/25/16
271,edgewood-manor-of-westerville-westerville,Jackie K.,"Blacklick, OH",1,1,8/21/15
272,canterbury-house-auburn-2,CDub W.,"North Bend, WA",13,1,6/14/16
273,canterbury-house-auburn-2,Anonymous A.,"Auburn, WA",2,1,5/27/16
274,canterbury-house-auburn-2,Lacey G.,"Auburn, WA",1,1,5/14/16
275,the-gardens-of-scottsdale-scottsdale,Crystal C.,"Tempe, AZ",46,5,3/27/16
276,the-gardens-of-scottsdale-scottsdale,Dana C.,"Phoenix, AZ",2,1,8/27/17
277,the-gardens-of-scottsdale-scottsdale,Nancy D.,"Phoenix, AZ",1,1,5/13/16
278,the-gardens-of-scottsdale-scottsdale,Rick W.,"Scottsdale, AZ",14,5,4/18/15
279,the-gardens-of-scottsdale-scottsdale,Fay C.,"Phoenix, AZ",35,5,8/30/12
280,the-gardens-of-scottsdale-scottsdale,Lorraine S.,"Seattle, WA",42,5,7/22/13
281,symphony-of-dyer-dyer,John Y.,"Chicago, IL",434,5,1/25/16
282,symphony-of-dyer-dyer,Nancy A.,"San Francisco, CA",1,3,10/4/17
283,brighton-gardens-of-omaha-omaha,Katrina S.,"Omaha, NE",63,3,5/28/16
284,the-laurels-of-university-park-richmond,Kia D.,"Richmond, VA",69,5,8/27/16
285,the-laurels-of-university-park-richmond,Pamela Z.,"Henrico, VA",48,1,9/10/17
